id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD601693,C00208,P005,Feb 12 2024,3,7947.81,livré,RBT,Maroc Pay,L007,2024-02-19
CMD753425,C01777,P035,Feb 11 2025,2,1428.33,en_cours,HOC,Carte bancaire,L050,2025-02-13
CMD167663,C00315,P030,Dec 02 2024,3,3474.52,livré,NAD,Virement,L043,2024-12-04
CMD599173,C00445,P031,10/05/2024,4,8777.03,LIVRE,Hoceima,Virement,L025,2024-05-11
CMD131130,C02088,P041,Mar 31 2024,3,8284.48,livre,Marrakesh,CMI,L040,2024-04-03
CMD875700,C00773,P034,2024-12-31,2,726.05,DONE,marrakech ,CMI,L009,2025-01-01
CMD997288,C00836,P031,Sep 03 2024,1,5419.87,livré,Casablanca,Carte bancaire,L009,2024-09-09
CMD404581,C01337,P027,Nov 17 2024,4,8852.51,livré,marrakech,CMI,,2024-11-18
CMD856741,C01040,P020,2024-07-21,2,9345.8,LIVRE,Kenitra Ville,Paiement a la livraison,L033,2024-07-27
CMD347364,C01774,P008,Jan 16 2025,4,6140.9,DONE,agadir ,Virement,L005,2025-01-19
CMD677909,C00697,P034,Dec 18 2024,2,10135.11,annulé,kenitra ,Virement,L024,2024-12-22
CMD807077,C00732,P006,15/03/2025,3,7053.64,livre,TTA,Carte bancaire,L036,2025-03-19
CMD970586,C01830,P048,Apr 10 2024,4,10151.0,KO,al hoceima ,PayPal,L020,2024-04-16
CMD317219,C00105,P011,Aug 27 2024,5,8100.67,livré,Dar el Beida,Paiement a la livraison,L010,2024-08-29
CMD325667,C00417,P020,09/02/2024,4,6682.37,livré,Tetouan Ville,Maroc Pay,L046,2024-02-14
CMD582492,C00725,P007,2024-02-27,1,1952.84,LIVRE,tetouan ,Paiement a la livraison,L047,2024-03-04
CMD652768,C00733,P008,Apr 03 2024,5,5484.44,annulé,settat ,CMI,L041,2024-04-10
CMD287412,C01812,P022,2024-06-11,4,243.09,retourne,tetouan,PayPal,L017,2024-06-17
CMD862714,C01313,P010,2025-02-24,5,3571.44,livré,Settat Ville,Virement,L042,2025-02-28
CMD281222,C00228,P038,Dec 07 2024,4,680.22,OK,Tanger Ville,Virement,L016,2024-12-08
CMD502878,C01398,P045,23/11/2024,4,2749.61,livré,settat,Paiement a la livraison,L049,2024-11-28
CMD421475,C00382,P030,2024-12-13,2,8662.92,OK,Tetouan Ville,Maroc Pay,,2024-12-18
CMD298946,C02023,P019,01/03/2024,1,1091.84,LIVRE,Tiznit Ville,CMI,,2024-03-07
CMD719227,C01450,P036,2024-05-17,4,486.59,KO,casablanca,Paiement a la livraison,L023,2024-05-22
CMD925487,C00657,P039,2024-01-13,3,9372.71,livré,Sale,Virement,L023,2024-01-16
CMD717640,C00191,P017,Oct 05 2024,1,5369.29,retourne,Tiznit,Virement,L002,2024-10-12
CMD574926,C00362,P015,2024-09-19,1,10738.51,DONE,marrakech,Paiement a la livraison,L011,2024-09-22
CMD819406,C00512,P022,04/11/2024,5,3374.5,en_cours,al hoceima ,Virement,L043,2024-11-08
CMD563175,C01731,P025,Feb 25 2025,3,2263.18,LIVRE,fes,Maroc Pay,L010,2025-03-02
CMD622762,C00872,P027,Jul 26 2024,4,2127.66,livre,SLA,Carte bancaire,L019,2024-07-29
CMD306098,C00156,P003,Dec 30 2024,2,8411.35,LIVRE,casablanca,PayPal,L038,2025-01-02
CMD982662,C02223,P039,2025-03-09,4,11227.4,KO,Settat Ville,Maroc Pay,L009,2025-03-12
CMD499222,C00902,P032,Oct 15 2024,1,1711.92,retourne,nador,PayPal,L006,2024-10-20
CMD474885,C00733,P023,2024-07-30,1,9943.92,livré,settat ,CMI,,2024-08-06
CMD191659,C00127,P028,05/11/2024,2,10719.72,LIVRE,agadir,Carte bancaire,L039,2024-11-06
CMD639035,C01810,P022,11/08/2024,3,3487.47,livré,agadir ,PayPal,L005,2024-08-16
CMD198235,C01597,P027,2024-02-14,3,8178.08,annule,tetouan,Carte bancaire,,2024-02-19
CMD726955,C01368,P020,2024-04-13,1,8788.95,livré,Hoceima,CMI,L045,2024-04-17
CMD263428,C00216,P005,2024-06-06,1,9695.07,KO,tetouan,Maroc Pay,L046,2024-06-09
CMD156894,C00436,P001,2024-12-17,5,6062.81,DONE,KEN,CMI,,2024-12-24
CMD307049,C00831,P012,17/02/2024,1,228.63,retourne,fes,Virement,L009,2024-02-24
CMD812476,C00500,P028,2024-04-04,4,1690.73,en_cours,Safi Ville,Paiement a la livraison,L012,2024-04-09
CMD104858,C01089,P048,Mar 15 2025,4,448.77,livré,nador,Paiement a la livraison,L049,2025-03-20
CMD730315,C01615,P036,Nov 26 2024,5,2200.81,KO,Fes Ville,CMI,L023,2024-11-30
CMD343621,C00137,P011,Nov 20 2024,1,2211.26,livré,agadir,PayPal,L050,2024-11-22
CMD632080,C01300,P012,Jun 01 2024,4,7367.95,retourné,Tetouan Ville,Carte bancaire,L014,2024-06-04
CMD968587,C00886,P004,19/09/2024,1,11562.59,livré,oujda,PayPal,L045,2024-09-22
CMD213744,C01965,P035,24/06/2024,2,814.17,retourne,Rabat Ville,PayPal,L015,2024-06-27
CMD786231,C02191,P001,01/12/2024,3,10299.1,en_cours,tanger,CMI,L048,2024-12-02
CMD645792,C01224,P040,Apr 08 2024,1,11227.47,annulé,tiznit ,Carte bancaire,L016,2024-04-13
CMD311347,C00083,P023,04/02/2025,3,4047.07,KO,MRK,Maroc Pay,L007,2025-02-10
CMD904029,C00268,P042,Mar 29 2024,4,11987.46,annule,SAFI,Virement,L050,2024-04-02
CMD293106,C01804,P018,2025-02-21,1,7540.69,livré,RBT,Virement,L042,2025-02-27
CMD587361,C00807,P003,2024-04-13,2,6172.72,retourné,TIZ,CMI,L028,2024-04-17
CMD469470,C01990,P018,02/01/2025,5,11784.03,livré,tanger ,CMI,L044,2025-01-05
CMD932390,C00224,P023,2024-09-25,5,3502.77,retourné,settat ,PayPal,L030,2024-10-01
CMD903217,C00444,P011,24/10/2024,3,10597.27,livré,Settat Ville,PayPal,L013,2024-10-30
CMD219635,C01289,P044,Dec 17 2024,1,4116.82,livré,agadir,Carte bancaire,L022,2024-12-20
CMD221318,C00702,P037,Nov 13 2024,2,1303.36,annulé,Al Hoceima,PayPal,L031,2024-11-19
CMD658206,C00188,P018,30/04/2024,5,11209.31,livre,tng,PayPal,L032,2024-05-04
CMD806161,C00491,P019,2024-06-04,3,246.98,retourné,KEN,Paiement a la livraison,L049,2024-06-11
CMD270134,C01975,P030,22/02/2024,5,1904.24,OK,Dar el Beida,CMI,L042,2024-02-28
CMD556236,C01838,P014,05/01/2024,1,1662.8,livré,Tanger Ville,Maroc Pay,L024,2024-01-09
CMD384816,C01922,P043,Jul 25 2024,4,7747.36,KO,rabat ,PayPal,,2024-07-28
CMD929001,C01417,P005,13/04/2024,1,4107.63,livre,HOC,Maroc Pay,L036,2024-04-18
CMD507914,C01719,P008,12/02/2025,1,9435.27,en_cours,sale,CMI,L004,2025-02-14
CMD947104,C02002,P023,2025-01-05,4,2507.05,OK,marrakech ,Virement,L050,2025-01-09
CMD614562,C01204,P027,Apr 27 2024,2,2296.54,annule,agadir,CMI,L023,2024-04-30
CMD359332,C02164,P026,2024-09-13,4,6282.62,retourné,Tetouan,Paiement a la livraison,L033,2024-09-16
CMD964497,C00132,P025,13/12/2024,1,10373.82,DONE,Tiznit Ville,Virement,L041,2024-12-18
CMD297558,C01859,P015,Jan 14 2025,3,11124.84,DONE,Fez,Paiement a la livraison,L010,2025-01-20
CMD635171,C00588,P008,Jan 10 2025,2,817.33,livré,Settat Ville,PayPal,L002,2025-01-11
CMD901420,C01543,P026,2024-01-12,5,1948.06,en_cours,Fes,Virement,L035,2024-01-15
CMD805907,C00821,P047,22/01/2025,5,6549.79,livre,Agadir Ville,Carte bancaire,L027,2025-01-25
CMD557726,C01751,P023,2024-05-08,1,4127.99,KO,Tiznit Ville,Maroc Pay,L016,2024-05-10
CMD153456,C01084,P040,05/06/2024,4,7871.39,livré,rabat,Carte bancaire,L029,2024-06-09
CMD676939,C02098,P019,Jan 28 2024,4,10301.18,livré,Sale,Virement,L009,2024-02-03
CMD286408,C00578,P037,17/09/2024,4,7878.06,DONE,nador ,Carte bancaire,L018,2024-09-20
CMD544211,C00303,P021,Jul 14 2024,3,6603.72,en_cours,settat ,Carte bancaire,L031,2024-07-18
CMD258831,C02054,P001,Sep 01 2024,5,8224.84,OK,safi ,Carte bancaire,L002,2024-09-06
CMD220387,C01143,P028,20/12/2024,3,8957.81,en_cours,Sale,PayPal,L003,2024-12-22
CMD477052,C00919,P008,11/05/2024,5,5983.16,en_cours,casa blanca,Maroc Pay,L018,2024-05-16
CMD829534,C00626,P030,May 08 2024,5,653.93,retourne,casablanca,Carte bancaire,L043,2024-05-10
CMD113331,C01793,P015,23/04/2024,2,10523.52,livré,Safi Ville,Paiement a la livraison,L039,2024-04-24
CMD604764,C02107,P001,21/03/2024,2,1212.54,livré,Agadir,Maroc Pay,L030,2024-03-24
CMD404394,C00578,P019,05/06/2024,3,7115.92,en_cours,fes,PayPal,L001,2024-06-08
CMD204341,C00919,P034,Jun 13 2024,5,9127.09,LIVRE,Fez,Carte bancaire,L034,2024-06-15
CMD772130,C01576,P025,Dec 06 2024,5,2704.82,livré,tanger,CMI,L033,2024-12-11
CMD840487,C02159,P016,Feb 06 2025,3,1461.59,livre,kenitra ,Carte bancaire,L015,2025-02-09
CMD923336,C00899,P008,Dec 17 2024,3,801.19,en_cours,safi ,Carte bancaire,L024,2024-12-22
CMD940393,C00676,P004,27/01/2025,3,4170.27,en_cours,Sale Ville,Virement,L014,2025-02-02
CMD880529,C01484,P047,10/02/2024,2,11259.13,retourné,Tiznit Ville,PayPal,L017,2024-02-16
CMD378350,C00725,P005,2024-05-21,4,5439.76,DONE,Tiznit,Paiement a la livraison,L008,2024-05-27
CMD125685,C01480,P009,28/10/2024,1,9087.15,livré,Rabat Ville,Paiement a la livraison,L049,2024-10-29
CMD264516,C01709,P029,Aug 04 2024,4,5293.96,en_cours,Safi,Carte bancaire,L026,2024-08-09
CMD706386,C01507,P020,12/10/2024,5,3212.75,annule,Marrakech,Carte bancaire,L043,2024-10-15
CMD637797,C00706,P027,2024-01-23,1,10746.41,annulé,Marrakech Medina,Paiement a la livraison,L045,2024-01-30
CMD201361,C00079,P016,2024-11-03,1,10084.91,KO,nador,Carte bancaire,L001,2024-11-04
CMD134890,C01005,P023,2025-02-19,3,9342.69,retourné,AGD,Maroc Pay,L014,2025-02-24
CMD472505,C00792,P005,10/05/2024,1,4775.15,livré,tng,CMI,L023,2024-05-14
CMD728260,C01072,P012,Apr 20 2024,2,824.85,retourne,OUJ,Paiement a la livraison,L009,2024-04-21
CMD584604,C01564,P017,Mar 23 2025,5,9164.66,livré,Marrakesh,Paiement a la livraison,L015,2025-03-26
CMD767378,C01926,P019,2025-01-31,3,11237.46,livré,Casablanca,Carte bancaire,L024,2025-02-07
CMD278435,C01690,P021,2024-12-23,1,9556.46,OK,Rabat Ville,Paiement a la livraison,L008,2024-12-26
CMD771704,C00064,P007,2024-06-11,1,9499.95,retourné,AGD,Virement,L041,2024-06-17
CMD689762,C01750,P002,2024-01-04,3,199.38,livre,Fes,Paiement a la livraison,,2024-01-09
CMD610394,C00545,P043,Jun 04 2024,1,5985.04,LIVRE,agadir ,Virement,L009,2024-06-09
CMD287249,C00308,P014,Jun 19 2024,4,4860.51,livre,OUJ,CMI,,2024-06-24
CMD480819,C01391,P026,27/02/2024,3,6996.71,annulé,agadir ,Maroc Pay,L009,2024-03-02
CMD632945,C00620,P036,2024-08-01,3,9304.43,livré,Tnja,CMI,L003,2024-08-03
CMD622612,C00314,P016,07/11/2024,4,10491.52,livre,agadir ,Maroc Pay,L040,2024-11-14
CMD744021,C02127,P006,Nov 02 2024,1,8545.96,livré,Hoceima,PayPal,L002,2024-11-04
CMD413737,C01352,P020,Oct 16 2024,1,3740.96,retourne,Fes,Virement,L003,2024-10-20
CMD226384,C01775,P042,May 02 2024,4,1841.92,OK,Marrakech Medina,CMI,L016,2024-05-06
CMD303999,C00111,P039,2024-08-30,4,2484.75,en_cours,Safi,Paiement a la livraison,L039,2024-08-31
CMD218747,C00348,P017,25/03/2025,2,2624.23,OK,Marrakesh,Carte bancaire,L031,2025-03-28
CMD792526,C00601,P003,2024-01-13,2,8727.96,retourné,tetouan,Virement,L039,2024-01-20
CMD301045,C01917,P020,2024-04-23,5,526.81,retourne,safi,PayPal,L031,2024-04-30
CMD837177,C00877,P040,2025-01-14,4,9292.8,en_cours,rabat,PayPal,L031,2025-01-18
CMD182316,C01602,P045,2024-05-27,3,3559.81,retourné,Al Hoceima,Maroc Pay,L041,2024-06-01
CMD531668,C01086,P040,Oct 31 2024,3,5527.28,en_cours,rabat,CMI,L039,2024-11-07
CMD663900,C01023,P033,2024-04-12,4,7336.43,livré,sale ,PayPal,L033,2024-04-16
CMD968333,C00009,P043,2025-01-02,2,8633.17,en_cours,SLA,Carte bancaire,L003,2025-01-05
CMD880077,C02173,P013,2024-07-20,4,11046.62,DONE,casa,CMI,L022,2024-07-25
CMD689434,C01032,P017,22/07/2024,5,2909.28,retourne,tng,Virement,L032,2024-07-28
CMD685200,C01207,P002,2024-08-15,1,9620.58,livré,casa blanca,Virement,L032,2024-08-16
CMD421814,C01361,P046,Jul 21 2024,3,6765.17,DONE,al hoceima ,CMI,,2024-07-28
CMD104783,C00510,P001,15/11/2024,4,11395.67,en_cours,Tetouan Ville,Paiement a la livraison,L040,2024-11-21
CMD602257,C00291,P044,07/01/2024,4,8119.27,retourne,Marrakesh,Maroc Pay,L027,2024-01-11
CMD506362,C00100,P018,Apr 16 2024,4,11733.77,OK,MRK,PayPal,L007,2024-04-18
CMD308696,C00894,P041,30/08/2024,1,11887.48,LIVRE,MRK,PayPal,L024,2024-09-01
CMD480431,C02053,P026,09/11/2024,2,5171.89,annule,Fes Ville,Maroc Pay,L034,2024-11-13
CMD754525,C02205,P001,Sep 05 2024,4,1218.5,annule,agadir,Maroc Pay,L029,2024-09-07
CMD418632,C01642,P014,Mar 17 2024,3,5463.62,KO,tetouan ,Carte bancaire,L001,2024-03-21
CMD764661,C01278,P008,14/05/2024,3,10416.88,annulé,marrakech ,Carte bancaire,L040,2024-05-16
CMD221198,C00934,P028,Jul 15 2024,3,6101.06,livre,Agadir,Carte bancaire,L049,2024-07-21
CMD596202,C01532,P029,2024-01-18,3,1581.39,en_cours,agadir,PayPal,,2024-01-24
CMD489135,C00405,P042,2025-01-21,1,9181.14,livré,TNG,Virement,L016,2025-01-25
CMD515822,C00192,P047,05/01/2025,1,11881.51,livre,tanger ,CMI,L041,2025-01-06
CMD388498,C01523,P044,2025-02-17,2,1290.0,en_cours,Fez,PayPal,L048,2025-02-20
CMD328085,C01375,P024,20/07/2024,1,11202.03,livré,rabat ,Paiement a la livraison,L033,2024-07-22
CMD288206,C01650,P004,2025-01-16,2,1560.78,livre,safi ,Virement,L005,2025-01-17
CMD508450,C01727,P039,09/01/2024,5,6301.62,livré,agadir ,Paiement a la livraison,,2024-01-16
CMD539369,C01023,P014,29/06/2024,4,396.49,annulé,agadir ,Maroc Pay,L044,2024-07-03
CMD505015,C00865,P031,2024-11-15,1,2498.24,KO,tiznit ,PayPal,,2024-11-21
CMD664183,C01938,P013,Feb 12 2024,1,4183.33,annulé,CASA,Virement,L013,2024-02-17
CMD462896,C01387,P022,2024-05-07,5,4780.59,livre,Casa ,CMI,L044,2024-05-11
CMD127636,C00262,P022,31/07/2024,2,1270.0,retourne,casa,Carte bancaire,L016,2024-08-07
CMD819114,C00119,P033,2024-03-16,3,1684.95,DONE,Fez,PayPal,L009,2024-03-22
CMD457102,C00644,P020,19/03/2025,1,8947.01,DONE,Casa ,Carte bancaire,L014,2025-03-23
CMD949220,C01700,P002,Aug 16 2024,1,2892.52,livre,Tiznit,CMI,L010,2024-08-19
CMD259123,C01227,P014,04/05/2024,1,2504.63,annule,Safi Ville,Maroc Pay,L008,2024-05-07
CMD405164,C01910,P011,Jan 22 2025,3,826.86,livré,SETT,Carte bancaire,L012,2025-01-29
CMD107150,C00936,P018,14/11/2024,3,11503.81,DONE,tiznit,CMI,L018,2024-11-20
CMD499396,C01347,P009,May 16 2024,2,3069.9,annulé,safi ,Maroc Pay,L048,2024-05-21
CMD340249,C02226,P029,23/10/2024,1,374.92,OK,safi,Maroc Pay,L022,2024-10-29
CMD164620,C01772,P045,04/03/2025,1,11493.58,annule,tetouan,Maroc Pay,L024,2025-03-06
CMD905254,C02216,P004,Jan 25 2024,3,5527.61,livre,sale ,Paiement a la livraison,L045,2024-01-30
CMD187297,C00875,P027,27/07/2024,2,1248.09,en_cours,agadir,Paiement a la livraison,L020,2024-08-03
CMD309106,C01910,P005,Jul 29 2024,2,4741.66,OK,Sale,Paiement a la livraison,L014,2024-08-03
CMD715207,C00711,P042,2025-03-13,5,3634.35,en_cours,Tetouan,Paiement a la livraison,L004,2025-03-17
CMD639110,C00291,P043,06/08/2024,4,5866.6,livré,Sale,CMI,L044,2024-08-07
CMD348838,C00010,P023,Oct 01 2024,1,256.27,retourne,Tiznit,Carte bancaire,L033,2024-10-08
CMD693704,C01773,P028,Feb 09 2025,1,10948.72,KO,AGD,Carte bancaire,,2025-02-11
CMD750148,C00728,P036,02/02/2024,1,2610.51,livré,agadir ,Carte bancaire,L014,2024-02-07
CMD604956,C01295,P026,2024-04-06,3,946.29,DONE,SLA,CMI,L008,2024-04-13
CMD396309,C01711,P007,28/01/2025,1,10318.66,KO,Casablanca,PayPal,L030,2025-02-02
CMD561272,C00627,P029,Jan 03 2024,5,3772.33,livré,tng,Virement,L014,2024-01-07
CMD781606,C01652,P042,03/11/2024,1,8458.24,livré,Sale,Virement,L037,2024-11-09
CMD717727,C01088,P048,08/03/2024,5,10589.93,en_cours,tiznit ,CMI,L047,2024-03-14
CMD129866,C00409,P029,Sep 03 2024,5,8281.36,retourné,sale ,PayPal,L045,2024-09-08
CMD685781,C00096,P014,Nov 04 2024,5,3696.84,retourné,AGD,Virement,L013,2024-11-05
CMD868079,C01219,P010,25/01/2024,1,2102.46,livré,tng,CMI,L017,2024-01-26
CMD689819,C00081,P007,29/08/2024,2,9794.67,retourné,tanger,Paiement a la livraison,L028,2024-09-01
CMD469297,C00679,P046,Feb 19 2024,4,741.1,OK,Nador,Paiement a la livraison,L010,2024-02-25
CMD642891,C00408,P025,Mar 02 2025,1,4957.45,livre,Safi Ville,Virement,L050,2025-03-03
CMD414049,C01166,P003,2024-07-30,2,3692.96,annulé,Dar el Beida,Virement,L028,2024-08-03
CMD740759,C01471,P037,21/04/2024,4,6349.04,annulé,oujda,PayPal,L035,2024-04-28
CMD517218,C00235,P041,Jun 04 2024,4,8107.11,annulé,HOC,Virement,L016,2024-06-10
CMD972195,C00232,P018,20/07/2024,1,5247.65,annule,Dar el Beida,Maroc Pay,L030,2024-07-27
CMD789083,C01416,P038,2024-01-07,3,4095.27,DONE,al hoceima ,Maroc Pay,L028,2024-01-10
CMD949713,C00254,P038,2024-02-22,3,2875.79,annule,TANGER,Virement,L017,2024-02-24
CMD955337,C00823,P008,24/05/2024,2,10762.7,en_cours,fes ,Paiement a la livraison,L038,2024-05-26
CMD276465,C00896,P013,Mar 12 2025,4,4030.96,livré,Tiznit Ville,Paiement a la livraison,L030,2025-03-19
CMD420682,C01963,P048,15/09/2024,5,8720.35,en_cours,TNG,Paiement a la livraison,L024,2024-09-21
CMD897704,C00619,P035,30/04/2024,4,7816.52,DONE,TANGER,PayPal,L047,2024-05-02
CMD166549,C01687,P025,2024-08-23,4,2285.88,OK,settat ,Paiement a la livraison,L015,2024-08-29
CMD323874,C00017,P042,05/07/2024,2,4692.2,en_cours,agadir ,Carte bancaire,L046,2024-07-09
CMD297899,C00934,P041,2024-08-24,3,7597.95,DONE,Casa ,Maroc Pay,L001,2024-08-28
CMD299865,C00483,P015,2024-12-19,1,6514.16,annule,Settat,Carte bancaire,L027,2024-12-20
CMD352018,C01926,P007,2024-04-24,1,9345.36,annulé,tetouan ,Carte bancaire,L047,2024-04-26
CMD286221,C00823,P046,2024-09-03,2,2625.14,annule,Tiznit,Maroc Pay,L006,2024-09-07
CMD348827,C01282,P040,2024-01-10,1,11918.94,annule,Safi Ville,Virement,L011,2024-01-12
CMD783570,C00208,P018,2024-05-09,1,9977.82,annulé,kenitra,Paiement a la livraison,L005,2024-05-10
CMD467926,C01551,P017,Aug 23 2024,1,11393.87,livré,al hoceima,Maroc Pay,L036,2024-08-28
CMD536701,C00951,P044,2024-01-10,5,7730.26,DONE,Fes Ville,PayPal,L005,2024-01-17
CMD601431,C00364,P035,Nov 16 2024,5,3358.34,annule,fes,Carte bancaire,,2024-11-22
CMD671322,C00496,P010,26/04/2024,1,8033.13,LIVRE,settat,Virement,L028,2024-04-30
CMD456962,C01027,P029,24/10/2024,3,11779.57,livré,agadir,Paiement a la livraison,L031,2024-10-26
CMD184803,C00109,P016,Jun 08 2024,3,5647.32,en_cours,al hoceima,Carte bancaire,L001,2024-06-11
CMD480538,C02020,P013,2024-09-12,5,1630.47,en_cours,casa,PayPal,,2024-09-13
CMD842548,C00129,P034,06/09/2024,4,9390.6,retourné,Casa ,CMI,L042,2024-09-11
CMD412562,C02174,P031,2024-04-05,1,7180.95,livré,Tnja,Maroc Pay,L018,2024-04-10
CMD862556,C00547,P029,Jul 18 2024,5,1035.58,en_cours,TTA,Paiement a la livraison,L024,2024-07-25
CMD375411,C01234,P040,02/10/2024,1,5225.77,DONE,OUJ,Carte bancaire,L011,2024-10-08
CMD987378,C01463,P034,2024-11-27,2,2827.35,DONE,fes ,PayPal,L035,2024-12-03
CMD662422,C01034,P037,Feb 28 2025,2,11044.65,livré,Oujda,Paiement a la livraison,,2025-03-06
CMD352953,C00454,P033,Jun 21 2024,2,3971.98,annulé,al hoceima ,CMI,L027,2024-06-24
CMD749801,C00406,P048,2024-12-15,5,1152.7,en_cours,nador,PayPal,L011,2024-12-18
CMD377595,C01969,P026,2024-01-12,5,6233.43,DONE,TIZ,Carte bancaire,L008,2024-01-13
CMD793844,C01131,P027,2024-03-11,5,1952.31,retourné,Safi Ville,Paiement a la livraison,L006,2024-03-15
CMD151206,C01435,P028,10/03/2025,5,11302.37,livré,TIZ,Paiement a la livraison,L034,2025-03-13
CMD645809,C00378,P010,18/03/2024,5,9612.35,en_cours,Sale,CMI,L040,2024-03-20
CMD446632,C01625,P048,20/03/2025,1,5369.31,en_cours,OUJ,Paiement a la livraison,L002,2025-03-27
CMD516140,C01875,P024,Jan 09 2024,3,2863.58,annule,rabat,PayPal,L021,2024-01-14
CMD707823,C01471,P047,2024-10-07,1,2308.49,livré,Marrakech Medina,CMI,L009,2024-10-12
CMD816356,C01920,P037,2024-12-26,3,9869.88,DONE,NAD,Virement,L010,2024-12-28
CMD774760,C00096,P019,17/07/2024,4,11215.43,en_cours,Sale,Maroc Pay,L043,2024-07-22
CMD575864,C00390,P040,11/04/2024,3,7168.44,annulé,marrakech ,Virement,L027,2024-04-16
CMD552713,C00320,P045,12/05/2024,1,2425.37,annulé,sale,PayPal,L043,2024-05-14
CMD946514,C01780,P038,2024-01-24,4,493.54,livré,casa,Carte bancaire,,2024-01-30
CMD253930,C01216,P021,Jun 01 2024,2,9121.62,retourné,rabat ,Virement,L049,2024-06-05
CMD560559,C01879,P012,26/02/2025,2,7120.34,livre,tanger ,CMI,L021,2025-03-01
CMD386949,C00620,P005,04/11/2024,5,10753.65,en_cours,Tiznit Ville,PayPal,L031,2024-11-07
CMD819117,C02141,P037,25/02/2024,1,7061.67,livré,kenitra ,CMI,L029,2024-02-26
CMD657747,C00120,P010,Oct 29 2024,5,1526.81,annule,Sale Ville,Paiement a la livraison,L002,2024-11-03
CMD329880,C01558,P003,Nov 02 2024,2,7132.08,annule,fes ,Maroc Pay,L016,2024-11-06
CMD656121,C01675,P013,18/10/2024,3,3645.36,annulé,Sale,Carte bancaire,L004,2024-10-24
CMD434243,C00075,P034,30/03/2024,1,3496.77,LIVRE,Fes Ville,Maroc Pay,L043,2024-04-02
CMD847967,C02157,P036,2024-08-24,2,5208.22,livré,oujda,PayPal,L037,2024-08-28
CMD370662,C00520,P044,Feb 26 2024,2,7655.72,livré,Settat Ville,CMI,L024,2024-02-27
CMD438357,C00219,P018,10/08/2024,4,8850.7,retourné,Agadir,Virement,L021,2024-08-14
CMD944581,C00736,P027,21/02/2024,4,8727.23,DONE,Kenitra,PayPal,L049,2024-02-28
CMD753611,C01429,P027,Mar 30 2024,1,1540.48,LIVRE,Fes,Paiement a la livraison,,2024-04-03
CMD700663,C02000,P004,Dec 22 2024,2,4794.5,annulé,Fez,Maroc Pay,L037,2024-12-28
CMD290320,C01003,P036,15/11/2024,4,8992.42,en_cours,Marrakech,CMI,L038,2024-11-21
CMD475639,C01022,P038,2024-10-14,2,859.86,OK,HOC,Maroc Pay,L038,2024-10-19
CMD665445,C01483,P001,Mar 06 2025,3,11808.95,retourné,Tnja,PayPal,L003,2025-03-10
CMD879633,C02137,P005,2025-03-12,5,6502.98,en_cours,nador,PayPal,L032,2025-03-15
CMD673948,C00968,P035,Mar 29 2024,4,35.68,annule,MRK,CMI,L043,2024-04-01
CMD866989,C00268,P018,Oct 06 2024,4,3686.1,livre,Fes,CMI,L003,2024-10-13
CMD445522,C01041,P023,2024-06-27,1,1714.42,annulé,settat ,Maroc Pay,L033,2024-07-01
CMD214978,C01940,P028,2025-02-08,5,8609.16,annulé,sale,Virement,L042,2025-02-13
CMD191831,C02154,P014,Mar 03 2025,2,9214.58,KO,casa,Paiement a la livraison,L022,2025-03-06
CMD942031,C01292,P027,20/03/2025,3,6540.43,DONE,settat ,Carte bancaire,L023,2025-03-23
CMD739456,C02116,P018,2024-07-01,3,5071.45,livre,safi,Paiement a la livraison,,2024-07-03
CMD286555,C01637,P036,Jan 12 2025,3,7816.57,KO,settat ,Paiement a la livraison,L004,2025-01-16
CMD478499,C01487,P008,Apr 07 2024,1,231.59,KO,tiznit ,CMI,L015,2024-04-12
CMD215201,C01618,P036,2024-05-26,1,2484.13,retourne,tiznit,Carte bancaire,L009,2024-05-28
CMD532698,C00966,P014,Oct 13 2024,3,3744.69,KO,Tiznit Ville,Maroc Pay,L048,2024-10-16
CMD585811,C02013,P016,27/06/2024,5,4266.08,DONE,Rabat,Paiement a la livraison,L002,2024-07-01
CMD636768,C02187,P015,17/08/2024,5,10351.21,livré,HOC,Maroc Pay,L008,2024-08-21
CMD108437,C01440,P019,2025-03-19,2,10581.24,livre,CASA,Paiement a la livraison,L032,2025-03-25
CMD371303,C00369,P034,Nov 18 2024,1,5710.62,OK,Tiznit Ville,PayPal,L024,2024-11-22
CMD427753,C01163,P025,Apr 05 2024,1,10153.72,en_cours,fes,PayPal,L034,2024-04-06
CMD849507,C02104,P011,2024-10-09,3,2411.5,KO,oujda,PayPal,,2024-10-16
CMD606600,C01553,P041,Jan 08 2025,5,8251.9,en_cours,Tanger Ville,Carte bancaire,L033,2025-01-10
CMD135044,C00583,P008,04/01/2024,1,5942.94,en_cours,Fez,Maroc Pay,L016,2024-01-07
CMD509008,C01062,P018,2024-09-02,1,310.63,livre,Al Hoceima,Maroc Pay,L041,2024-09-03
CMD915494,C00895,P009,May 17 2024,5,369.38,livré,TNG,Paiement a la livraison,L049,2024-05-24
CMD730304,C00829,P016,2025-02-21,5,587.54,en_cours,SAFI,Paiement a la livraison,L044,2025-02-25
CMD361881,C00295,P027,09/02/2024,1,900.95,livré,tng,Virement,L031,2024-02-13
CMD318789,C02109,P021,02/01/2025,3,1013.14,KO,casa blanca,Carte bancaire,L041,2025-01-06
